id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
88,88,224834,9081,,Tau Phe,,0.017941,-48.809876,181.8182,-17.92,-6.75,8,5.71,-0.588,G8III,0.911,119.736878,0.562356,-136.823418,0.00000099,-0.00001579,-0.00001008,0.00469696,-0.851893035,-8.68786E-08,-3.27249E-08,Tau,,Phe,1,88,,149.6924857,,,
89,89,224837,,,,,0.018477,53.166943,581.3953,0.68,0.03,0,7.87,-0.952,K2,1.566,348.533968,1.685962,465.34044,-0.00000008,0.00000192,0.00000005,0.004837238,0.9279382,3.29673E-09,1.45444E-10,,,Cas,1,89,,209.3148303,,,
90,90,224842,,,,,0.018671,-41.887544,113.2503,25.1,-46.98,0,7.64,2.37,F5IV/V,0.5,84.308939,0.412135,-75.61391,-0.00001729,0.0000137,-0.0000192,0.004887982,-0.731075555,1.21688E-07,-2.27765E-07,,,Phe,1,90,,9.81747943,,,
91,91,224840,,,,,0.018702,-5.874348,301.2048,-15.41,-6.09,0,7.66,0.266,K0,1.3,299.619504,1.467004,-30.827462,-0.0000008,-0.00002251,-0.00000885,0.004896188,-0.102526708,-7.47098E-08,-2.95252E-08,,,Psc,1,91,,68.17105263,,,
92,92,224841,,,,,0.019379,-20.70555,404.8583,27.51,15.15,0,8.68,0.643,G8III,0.944,378.703543,1.921411,-143.143907,0.00001024,0.00005404,0.00002781,0.00507353,-0.361380014,1.33372E-07,7.34493E-08,,,Cet,1,92,,48.17259036,,,
93,93,224839,,,,,0.01949,-0.076098,61.1995,54.94,-73.28,0,8.12,4.186,F8V,0.619,61.198649,0.312274,-0.081283,-0.00000011,0.0000163,-0.00002174,0.005102575,-0.001328168,2.66357E-07,-3.55271E-07,,,Psc,1,93,,1.84331688,,,
94,94,,,,,,0.019665,-32.756836,90.7441,50.32,-12.69,0,10.1,5.311,G2,0.644,76.312459,0.392913,-49.099347,-0.00000313,0.00002212,-0.00000469,0.005148288,-0.571714649,2.43958E-07,-6.15229E-08,,,Scl,1,94,,0.654033509,,10.152,10.042
95,95,224847,,,,,0.020134,-11.964034,149.2537,-9.94,-13.75,0,8.67,2.8,F5V,0.513,146.009571,0.769644,-30.939939,-0.00000202,-0.0000072,-0.00000973,0.005271149,-0.208811777,-4.81905E-08,-6.66619E-08,,,Cet,1,95,,6.60693448,,,
96,96,,,,,,0.02033,13.975088,35.1494,20.59,139.82,0,10.46,7.73,M0,1.36,34.108524,0.181537,8.48858,-0.00000577,0.00000348,0.00002312,0.005322267,0.243911299,9.98231E-08,6.77866E-07,,,Peg,1,96,,0.070469307,,10.732,10.382
97,98,224851,,,,,0.020478,-52.798575,174.8252,-2.09,1.7,0,9.87,3.657,F6/F7V,0.551,105.701105,0.566682,-139.250874,0.00000116,-0.00000177,0.00000087,0.00536118,-0.92150898,-1.01326E-08,8.24183E-09,,,Phe,1,97,,3.000544002,,9.931,9.811
98,97,224849,,,,,0.020492,-21.404042,180.1802,18.34,1.21,0,9.48,3.201,F5V,0.53,167.750771,0.899961,-65.755407,0.0000003,0.00001602,0.00000098,0.005364759,-0.373571011,8.89148E-08,5.86625E-09,,,Cet,1,98,,4.566673896,,,
99,99,224855,,,,,0.021069,60.355282,877.193,9.57,-6.49,-34,7.04,-2.675,C5p,2.835,433.870743,2.393403,762.376203,0.00000656,0.00004073,-0.00004387,0.005515927,1.053398394,4.63967E-08,-3.14644E-08,,,Cas,1,99,,1023.292992,WZ,7.276,6.836
100,100,224844,,,,,0.021092,19.741243,184.1621,-29.13,-30.14,0,8.44,2.114,G0,0.898,173.335818,0.957136,62.20496,0.00000923,-0.00002596,-0.00002533,0.00552188,0.344549691,-1.41226E-07,-1.46123E-07,,,Peg,1,100,,12.42796438,,,
101,101,224864,,,,,0.021315,-47.793831,120.048,-14.29,-0.62,0,9.88,4.483,F5IV/V,0.509,80.647032,0.450014,-88.923428,-0.00000022,-0.00000832,-0.00000024,0.005580284,-0.834159719,-6.92799E-08,-3.00584E-09,,,Phe,1,101,,1.402167834,,9.948,9.788
102,102,224850,,,,,0.021365,-41.487437,284.9003,17.13,-33.61,0,7.05,-0.223,M1III,1.55,213.415758,1.193767,-188.733861,-0.00003088,0.00002349,-0.00003477,0.005593319,-0.72409238,8.30486E-08,-1.62946E-07,,,Phe,1,102,,106.9547311,,,
103,103,224853,,,,,0.021475,-68.371127,109.8901,-10.45,-40.28,0,8.29,3.085,F6V,0.538,40.504087,0.227686,-102.152833,-0.00001992,-0.00000568,-0.00000791,0.005622028,-1.193301286,-5.0663E-08,-1.95283E-07,,,Tuc,1,103,,5.081594426,,,
104,104,224863,,,,,0.021776,-31.899618,97.6562,-39.21,-0.87,0,9.34,4.392,F7V,0.543,82.906345,0.472627,-51.604728,-0.00000011,-0.00001856,-0.00000035,0.005700963,-0.556753373,-1.90095E-07,-4.21788E-09,,,Scl,1,104,,1.524754768,,,
105,105,224854,,,,,0.021855,70.928938,276.2431,-4.9,-8.21,0,7.73,0.524,F0,0.455,90.258359,0.516403,261.081237,0.00001043,-0.0000065,-0.00000359,0.005721755,1.237943499,-2.37559E-08,-3.98032E-08,,,Cep,1,105,,53.75266488,,,
106,106,224870,9083,,,,0.022013,49.981558,199.6008,13.29,-11.19,-20,6.22,-0.281,G7II-III,0.97,128.347884,0.73972,152.861641,-0.00000493,0.00001283,-0.00002263,0.005763022,0.872342747,6.44317E-08,-5.42507E-08,,,Cas,1,106,,112.8236122,,,
107,107,224865,9082,,,,0.022255,-50.337373,166.3894,7.34,10.59,2,5.53,-0.576,M2III,1.615,106.198875,0.618768,-128.089244,0.00000785,0.00000597,0.00000388,0.005826258,-0.8785529,3.55853E-08,5.13418E-08,,,Phe,1,107,,148.0471325,,,
108,108,224866,,,,,0.022439,-70.125272,100000,12.75,14.74,0,8.53,-11.47,K3II/III,1.315,33995.89104,199.746918,-94043.81688,0.00668351,0.0062202,0.00242923,0.005874502,-1.223916882,6.18137E-08,7.14615E-08,,,Tuc,1,108,,3372873.087,,,
109,109,224875,,,,,0.023106,6.79147,172.7116,-3.08,-8.7,0,7.23,1.043,F0,0.388,171.496567,1.037433,20.424207,0.00000088,-0.00000257,-0.00000723,0.006049215,0.11853351,-1.49323E-08,-4.21788E-08,,,Psc,1,109,,33.32728996,DR,7.255,7.195
110,110,224873,,,,,0.023242,39.610717,49.6278,-29.92,-41.34,0.4,8.61,5.131,G5,0.787,38.232255,0.232625,31.641104,0.0000067,-0.00000716,-0.0000074,0.006084836,0.691337436,-1.45056E-07,-2.00422E-07,,,And,1,110,,0.771969248,,,
111,111,,,,,,0.023314,34.281848,38.4911,258.31,-4.75,0,11.28,8.353,M2,1.308,31.80371,0.194195,21.680663,0.00000021,0.0000482,-0.00000073,0.006103673,0.598331124,1.25232E-06,-2.30286E-08,,,And,1,111,,0.039700868,,11.343,11.193
112,112,,,GJ 1293,,,0.023843,-16.948446,32.1234,299.01,-255.05,8,10.76,8.226,M1.5V:,1.384,30.727669,0.191824,-9.364349,-0.00000404,0.00004654,-0.00004038,0.006242051,-0.295806187,1.44964E-06,-1.23652E-06,,,Cet,1,112,,0.044627237,,,
113,113,224881,,,,,0.024375,49.010406,100000,-0.29,-1.97,0,8.93,-11.07,A0,0.021,65590.85947,418.558353,75482.87199,0.00072174,-0.00013598,-0.00062641,0.006381272,0.855392951,-1.40596E-09,-9.55083E-09,,,Cas,1,113,,2333458.062,,,
114,114,224882,,,,,0.024777,30.735785,117.7856,-10.28,-38.64,-11,7.95,2.595,G0IV,0.654,101.238423,0.656689,60.197798,0.00000164,-0.00000586,-0.00002471,0.006486533,0.536440652,-4.98388E-08,-1.87332E-07,,,Peg,1,114,,7.979946873,,,
115,115,224878,,,,,0.024839,-62.92313,258.3979,-2.22,11.18,0,7.46,0.399,A2IV,0.16,117.616488,0.76485,-230.076621,0.00001249,-0.0000027,0.00000637,0.006502942,-1.0982158,-1.07629E-08,5.42022E-08,,,Tuc,1,115,,60.31148196,,,
116,116,224886,,,,,0.025022,-33.792771,125.3133,-23.88,-27.41,0,8.6,3.11,F3V,0.435,104.139967,0.682192,-69.6981,-0.00000917,-0.00001457,-0.00001384,0.00655083,-0.589795117,-1.15774E-07,-1.32887E-07,,,Scl,1,116,,4.965923215,,,
117,117,224879,,,,,0.025363,-72.605899,934.5794,18.26,1.7,0,8.55,-1.303,G8III,1.093,279.379379,1.855655,-891.842124,0.0000068,0.00008278,0.0000023,0.006640148,-1.267211998,8.8527E-08,8.24183E-09,,,Tuc,1,117,,289.2011396,,,
118,118,224883,,,,,0.025773,-9.430033,77.6398,44.38,1.14,0,9.2,4.75,G0,0.606,76.588865,0.51678,-12.720744,-0.00000004,0.0000167,0.00000042,0.00674733,-0.164585129,2.1516E-07,5.52688E-09,,,Cet,1,118,,1.096478196,,,
119,119,224894,,,,,0.026012,44.675401,155.521,-10.61,-18.37,0,6.82,0.861,K0,1.071,110.588637,0.753085,109.345178,0.00000979,-0.00000793,-0.00000985,0.006809863,0.779732844,-5.14387E-08,-8.90603E-08,,,And,1,119,,39.40941607,,,
120,120,224902,,,,,0.026396,-45.344759,413.2231,-19.71,-28.68,0,8.29,0.209,K1IIICNIV,1.183,290.422468,2.006886,-293.945731,-0.00004059,-0.00003976,-0.00004038,0.006910474,-0.791415338,-9.55568E-08,-1.39045E-07,,,Phe,1,120,,71.84557088,,,
121,121,224895,,,,,0.026429,28.423691,226.2443,-18.88,-34.1,-11.4,6.83,0.057,K2III,1.197,198.966112,1.376651,107.6895,0.00000769,-0.00002065,-0.00003844,0.006919022,0.496086997,-9.15328E-08,-1.65321E-07,,,Peg,1,121,,82.64184417,,,
122,122,224889,9084,,The Oct,,0.026616,-77.065724,66.5779,-56.52,-176.95,24,4.78,0.663,K2III,1.254,14.902031,0.103716,-64.888859,-0.00005004,-0.00001859,-0.00003671,0.006968083,-1.34505063,-2.74017E-07,-8.57878E-07,The,,Oct,1,122,,47.29334149,,,
123,123,224891,,,,,0.026675,72.236615,169.2047,-44.73,3.74,-12.9,7.21,1.068,K0,1.169,51.620824,0.360284,161.13768,-0.00000669,-0.00003674,-0.00001163,0.006983626,1.260766776,-2.16857E-07,1.8132E-08,,,Cep,1,123,,32.56866822,,,
124,124,224893,9085,,,,0.026949,61.222801,943.3962,-2.8,-1.34,-23,5.58,-4.293,F0III,0.407,454.144163,3.204116,826.885007,-0.00000586,-0.00001285,-0.00002357,0.007055293,1.068539449,-1.35748E-08,-6.4965E-09,,,Cas,1,124,,4541.507126,,,
125,125,224900,,,,,0.026979,-39.336748,222.2222,-19.57,-28.13,0,8.7,1.966,F2V,0.366,171.869877,1.213907,-140.861556,-0.00001906,-0.00002122,-0.00002344,0.007063069,-0.686555773,-9.4878E-08,-1.36378E-07,,,Phe,1,125,,14.24295165,,,
126,126,224896,,,,,0.027255,14.632324,300.3003,37.26,7.11,0,8.06,0.672,G5,0.969,290.553207,2.07324,75.860439,-0.000003,0.00005422,0.00001001,0.007135318,0.255382231,1.80642E-07,3.44703E-08,,,Peg,1,126,,46.90293284,,,
127,127,,,,,,0.027479,-48.935619,84.8176,42.86,-188.26,0,10.86,6.218,,0.942,55.715803,0.400884,-63.950089,-0.00005849,0.0000172,-0.00005085,0.007194101,-0.854087676,2.07791E-07,-9.1271E-07,,,Phe,1,127,,0.283661242,,10.93,10.77
128,128,224890,,,,,0.027597,73.611846,70.7714,75.54,-12.36,-8,6.5,2.251,Am...,0.182,19.96712,0.144423,67.896054,0.00000157,0.00002593,-0.00000905,0.007224759,1.28476909,3.66228E-07,-5.9923E-08,,,Cep,1,128,,10.95468767,,,
129,129,224897,,,,,0.027708,5.372808,167.2241,5.33,23.58,0,9.32,3.204,F8,0.559,166.485023,1.20768,15.658167,-0.00000182,0.00000431,0.00001903,0.007253854,0.093773193,2.58406E-08,1.14319E-07,,,Psc,1,129,,4.554073127,,,
130,130,224913,,,,,0.027886,-30.692537,305.8104,16.06,-12.27,0,9.14,1.713,K0III,1.08,262.965094,1.919858,-156.095081,-0.00000946,0.00002374,-0.00001564,0.007300566,-0.535685823,7.78611E-08,-5.94866E-08,,,Scl,1,130,,17.98042695,,,
131,131,224892,,,,,0.027994,62.018087,125.1564,-14.27,-26.03,1,8.13,2.643,A4V,0.2,58.72091,0.430319,110.525093,0.00001449,-0.00000855,-0.00000651,0.007328767,1.082419819,-6.91829E-08,-1.26197E-07,,,Cas,1,131,,7.634841052,,,
132,132,,,,,,0.028135,-34.653545,476.1905,5.38,-15.37,0,10.62,2.231,F0,0.358,391.706221,2.885224,-270.767989,-0.00002027,0.00001227,-0.00002919,0.007365605,-0.60481846,2.6083E-08,-7.45159E-08,,,Scl,1,132,,11.15835052,,10.668,10.558
133,133,224914,,,,,0.02823,-40.148702,208.7683,33.7,-14.84,-8.4,6.62,0.022,F5IV,0.545,159.572564,1.17943,-134.608237,-0.0000165,0.00003399,-0.00000594,0.00739061,-0.70072704,1.63382E-07,-7.19464E-08,,,Phe,1,133,,85.34930716,,,
134,134,224909,,,,,0.028346,-1.13996,862.069,23.15,5.09,0,9.96,0.282,A0,0.264,861.874646,6.396161,-17.150637,-0.00000029,0.00009675,0.00002127,0.007421083,-0.019896051,1.12234E-07,2.4677E-08,,,Psc,1,134,,67.17381285,,,
135,135,224908,,,,,0.028453,-0.217777,50.0751,20.73,-114.08,0,8.64,5.142,G5,0.62,50.073349,0.373003,-0.190331,-0.00000014,0.00000503,-0.00002769,0.007448998,-0.00380092,1.00502E-07,-5.53075E-07,,,Psc,1,135,,0.764187624,,,
136,136,224907,,,,,0.028579,24.253113,180.5054,18.5,-28.01,0,6.6,0.318,K2III-IV,1.153,164.569338,1.231343,74.145911,0.00000995,0.00001626,-0.00002235,0.007482003,0.42329667,8.96905E-08,-1.35796E-07,,,Peg,1,136,,64.98303635,,,
137,137,224906,9086,,,,0.028847,42.367144,374.5318,5.11,-1.77,-11,6.25,-1.617,B9IIIp Mn,-0.042,276.711822,2.089808,252.388978,-0.00000622,0.00000923,-0.00000996,0.007552069,0.739446155,2.4774E-08,-8.5812E-09,,,And,1,137,,386.1890894,,,
138,138,224910,,,,,0.029162,-16.531661,165.0165,94.8,24.68,0,7.83,1.742,K0/K1IV,1.074,158.190543,1.207783,-46.954642,0.00000504,0.00007588,0.00001893,0.007634667,-0.288531918,4.59603E-07,1.19652E-07,,,Cet,1,138,,17.50652708,,,
139,139,,,,,,0.029686,67.506975,418.41,-3.6,-0.44,0,10.03,1.922,B0,1.289,160.066682,1.24397,386.579925,0.00000088,-0.0000073,-0.00000034,0.007771665,1.178218982,-1.74533E-08,-2.13318E-09,,,Cep,1,139,,14.83200967,V747,10.139,9.979
140,140,224915,,,,,0.030195,-68.104897,111.9821,100.92,-35.54,0,9.04,3.794,F7V,0.546,41.757767,0.3304,-103.904622,-0.00001833,0.00005464,-0.00000719,0.007904944,-1.188654696,4.89274E-07,-1.72303E-07,,,Tuc,1,140,,2.644843627,,,
141,141,224921,,,,,0.030232,36.350358,231.4815,21.36,5.19,0,8.47,1.647,K5,1.35,186.431129,1.475627,137.204014,-0.00000364,0.00002394,0.00000469,0.007914748,0.634433434,1.03556E-07,2.51618E-08,,,And,1,141,,19.10732981,,,
142,142,224918,,,,,0.030251,66.306032,59.6659,4.74,12.31,-18,7.33,3.451,K0,0.73,23.976008,0.189891,54.63621,-0.00001067,0.00000129,-0.00001543,0.007919608,1.15725857,2.29802E-08,5.96806E-08,,,Cas,1,142,,3.627438015,,,
143,144,224917,,,,,0.030342,76.175597,380.2281,18.53,-5.64,-6,8.66,0.76,K5,1.364,90.851501,0.72193,369.213828,0.00000836,0.00003422,-0.00000844,0.007943601,1.329514984,8.9836E-08,-2.73435E-08,,,Cep,1,143,,43.2513831,,,
144,143,,,,,,0.030374,21.462502,45.5373,177.97,150.19,0,10.35,7.058,K3,1.033,42.378277,0.337022,16.661744,-0.00001244,0.00003919,0.00003086,0.007951975,0.374591334,8.62823E-07,7.28142E-07,,,Peg,1,144,,0.130857916,,,
145,145,224926,9087,,29    Psc,,0.030402,-3.027504,139.2758,18.9,-10.25,23,5.13,-0.589,B7III-IV,-0.128,139.077212,1.106982,-7.355907,0.00002302,0.00001294,-0.00000815,0.007959312,-0.052839909,9.16298E-08,-4.96934E-08,,29,Psc,1,145,,149.8304211,,,
146,146,224927,,,,,0.030392,-25.798526,265.252,-130.61,-341.77,43,8.96,1.842,A9V,0.306,238.807114,1.899963,-115.439943,-0.00015032,-0.00016915,-0.00041481,0.0079565,-0.450269217,-6.33215E-07,-1.65695E-06,,,Scl,1,146,,15.96614246,,,
147,147,224923,,,,,0.031071,21.026236,100000,6.24,-5.12,0,8.49,-11.51,K5,1.569,93338.53485,759.258296,35879.54068,0.00086591,0.00303212,-0.00231677,0.008134259,0.366977052,3.02524E-08,-2.48225E-08,,,Peg,1,147,,3499451.67,,,
148,149,,,Wo 9848,,,0.031862,26.004049,45.5166,-309.64,-628.61,0,11.26,7.969,K3,0.932,40.907216,0.341175,19.956055,0.00006138,-0.00006781,-0.00012466,0.008341493,0.453856279,-1.50118E-06,-3.04759E-06,,,Peg,1,148,,0.056545754,,11.319,11.189
149,148,224931,,,,,0.031921,15.528542,256.4103,11.25,5.41,0,8.15,1.105,F8,0.584,247.041982,2.064578,68.645748,-0.00000192,0.00001397,0.00000648,0.008356985,0.271024177,5.45415E-08,2.62284E-08,,,Peg,1,149,,31.47748314,,,
150,150,224936,,NN 4388,,,0.032021,-37.229953,121.5067,-19.88,-44.75,0,7.04,1.617,K1III,1.06,96.741905,0.810996,-73.513429,-0.00001585,-0.00001184,-0.00002099,0.008383117,-0.649785254,-9.6381E-08,-2.16954E-07,,,Scl,1,150,,19.64264646,,,
151,152,,,,,,0.032295,-28.130948,189.3939,-12.42,3.03,0,10.02,3.633,F5,0.456,167.015269,1.412098,-89.297006,0.00000141,-0.00001139,0.00000245,0.008454773,-0.490977664,-6.02139E-08,1.46899E-08,,,Scl,1,151,,3.067608977,,10.077,9.957
152,153,224932,,,,,0.032301,12.654888,177.305,-13.44,-26.84,0,8.9,2.656,F8,0.459,172.991604,1.462906,38.843633,0.00000515,-0.00001151,-0.00002251,0.00845633,0.220869461,-6.5159E-08,-1.30124E-07,,,Peg,1,152,,7.543970822,,,
153,151,224937,,,,,0.03232,-41.613774,135.8696,89.74,-15.52,11.8,7.78,2.114,F3IV...,0.411,101.577779,0.859637,-90.231883,0.00000173,0.00005912,-0.00001566,0.008461364,-0.726297377,4.35072E-07,-7.52431E-08,,,Phe,1,153,,12.42796438,,,
154,154,224935,9089,,30    Psc,,0.032672,-6.014072,132.4503,46.62,-41.32,-12,4.37,-1.24,M3III,1.631,131.716394,1.126662,-13.877167,-0.00001524,0.0000298,-0.0000251,0.008553479,-0.104965359,2.2602E-07,-2.00325E-07,,30,Psc,1,154,,272.8977783,YY,4.418,4.308
155,155,,,,,,0.032745,46.269156,312.5,15.17,-2.88,0,9.93,2.456,A2,0.283,216.014409,1.851919,225.810974,0.00000296,0.00002301,-0.00000302,0.008572634,0.807549109,7.35462E-08,-1.39626E-08,,,And,1,155,,9.069847815,,9.991,9.871
156,156,224939,,,,,0.033127,63.357826,298.5075,8.33,-8.04,-7,8.6,1.225,B8V,0.1,133.850814,1.160926,266.813234,0.00000708,0.00001212,-0.00001162,0.00867263,1.105802673,4.0385E-08,-3.8979E-08,,,Cas,1,156,,28.18382931,,,
157,157,224947,,,,,0.033362,-5.213925,176.6784,39.43,29.54,0,8.51,2.274,G5,0.903,175.940655,1.536713,-16.055582,0.000002,0.00003379,0.0000252,0.008734036,-0.091000165,1.91162E-07,1.43214E-07,,,Psc,1,157,,10.72506666,,,
158,158,224949,,,,,0.033384,-37.901878,153.6098,121.63,-35.97,0,7.09,1.158,K0III,0.999,121.203325,1.059515,-94.364199,-0.00001724,0.00009043,-0.00002114,0.008740031,-0.661512561,5.89679E-07,-1.74387E-07,,,Scl,1,158,,29.97781672,,,
159,159,224945,,,,,0.03406,-2.766171,62.461,39.33,-3.17,0,6.93,2.952,A3,0.292,62.385741,0.556308,-3.01437,-0.00000015,0.00001191,-0.00000096,0.008917002,-0.048278786,1.90677E-07,-1.53686E-08,,,Psc,1,159,,5.743809135,BU,6.951,6.911
160,160,224954,,,,,0.034117,-69.269198,467.2897,14.52,3.76,0,8.68,0.332,B9V,-0.052,165.403525,1.477564,-437.034501,0.00000767,0.00003296,0.00000301,0.008931729,-1.208975578,7.03949E-08,1.8229E-08,,,Tuc,1,160,,64.15049325,,,
161,161,,,,,,0.034162,33.695958,621.118,-23.14,-13.48,0,8.98,0.014,K5,1.5,516.745326,4.621522,344.587405,0.00002314,-0.00006947,-0.00003377,0.00894348,0.588105409,-1.12186E-07,-6.53529E-08,,,And,1,161,,85.98050667,,,
162,162,,,Gl 914B,,,0.034224,27.118603,390.625,-4.89,-6.9,0,9.84,1.881,G0,0.696,347.667628,3.115087,178.060123,0.00000604,-0.00000921,-0.00001163,0.008959746,0.473308904,-2.37074E-08,-3.34521E-08,,,Peg,2,171,Gl 914,15.40281148,,,
163,163,224964,,,,,0.034479,-30.685228,262.4672,16.59,2.68,6.8,8.98,1.885,A3V,0.107,225.708415,2.03745,-133.942611,0.00000753,0.00002118,-0.00000062,0.009026552,-0.535558262,8.04306E-08,1.2993E-08,,,Scl,1,163,,15.34616983,,,
164,164,224940,,,,,0.03459,59.940102,289.0173,114.98,36.86,0,7.98,0.675,G9III,0.97,144.764294,1.311692,250.145114,-0.00004615,0.00016068,0.00002587,0.009055772,1.046152127,5.57439E-07,1.78702E-07,,,Cas,1,164,,46.77351413,,,
165,165,224962,,,,,0.034649,-22.327486,763.3588,-4.6,-6.57,0,10.16,0.746,Ap...,0.45,706.098889,6.405229,-289.999983,-0.00000908,-0.00001711,-0.00002249,0.009071059,-0.389688153,-2.23014E-08,-3.18523E-08,,,Cet,1,165,,43.8126982,,10.217,10.107
166,166,224965,,,,,0.034761,-56.514931,106.6098,-47.58,-12.05,0,8.86,3.721,G3V,0.66,58.816289,0.535166,-88.915731,-0.00000497,-0.00002464,-0.00000344,0.009100338,-0.986371618,-2.30674E-07,-5.842E-08,,,Phe,1,166,,2.828785388,,,
167,167,224957,,,,,0.035188,39.183203,230.4147,6.08,-4.37,5,8.58,1.767,B9,0.06,178.593743,1.645306,145.576517,0.00000698,0.00000686,-0.00000055,0.009212229,0.683875903,2.94767E-08,-2.11864E-08,,,And,1,167,,17.10802988,,,
168,168,224959,,,,,0.035562,-2.820072,699.3007,-38.31,-93.38,-127.8,9.56,0.337,R...,1.113,698.422409,6.50256,-34.40531,-0.0001449,-0.00013123,-0.00030975,0.009310087,-0.049219545,-1.85732E-07,-4.52719E-07,,,Psc,1,168,,63.85574851,,,
169,169,224953,,GJ 1294A,,,0.035702,-68.280769,15.328,207.45,-231.8,0,9.24,8.313,M0V,1.39,5.67201,0.053101,-14.239841,-0.00001614,0.00001526,-0.00000637,0.009346676,-1.191724239,1.00575E-06,-1.1238E-06,,,Tuc,1,169,GJ 1294,0.041190778,,,
170,170,224961,,,,,0.03584,-20.871662,212.3142,-29.52,-8.33,0,9.63,2.995,F5V,0.509,198.373579,1.861373,-75.642435,-0.00000277,-0.00003041,-0.00000801,0.009382983,-0.364279227,-1.43117E-07,-4.0385E-08,,,Cet,1,170,,5.520774393,,,
171,171,224930,9088,Gl 914A,85    Peg,,0.036139,27.082256,12.1699,778.59,-918.72,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-0.00000999,0.00004584,-0.00006577,0.009461082,0.472674536,3.77471E-06,-4.45408E-06,,85,Peg,1,171,Gl 914,0.617163168,,,
172,172,,,,,,0.036192,67.408952,877.193,-1.45,-1.63,0,9.05,-0.665,O7,0.976,336.959503,3.192751,809.886202,0.00000646,-0.00000611,-0.00000266,0.009474991,1.176508164,-7.0298E-09,-7.90246E-09,,,Cep,1,172,,160.6941253,,,
